OBJECTID,NAME,PLZ,GPLZ,CANTON,CANTON_NR,BFSNR,CASES,SUBMISSIONS,FRACTION,POPULATION_AGGREGATED,SUBMISSIONS_PER_100K,CASES_PER_100K,Shape__Area,Shape__Length,Shape__Area_2,Shape__Length_2
3188,Krummenau,9643,9643,SG,17,3360,0,0,0,562,0,0,16927961.9370117,28857.7307030711,7801893.43286133,19594.1602424401
3189,Nesslau,9650,9650,SG,17,3360,0,1,0,1756,56.94761,0,77841983.7626953,50805.7016994636,35937852.4528809,34521.3260506338
3190,Ennetbühl,9651,9651,SG,17,3360,0,0,0,476,0,0,68530728.4008789,46107.385673741,31599967.5849609,31319.0815471282
3191,Neu St. Johann,9652,9652,SG,17,3360,0,0,0,726,0,0,7389272.96777344,14718.379318755,3407681.59521484,9989.78605011168
3192,Stein SG,9655,9655,SG,17,3360,0,0,0,391,0,0,26519393.6635742,28034.4021215182,12248188.5085449,19051.1641930447
3193,Alt St. Johann,9656,9656,SG,17,3359,0,0,0,720,0,0,71665218.918457,43199.5031419059,33129389.7497559,29370.9722178049
3194,Unterwasser,9657,9657,SG,17,3359,0,0,0,805,0,0,42830367.2631836,43979.37371556,19785518.7067871,29890.9284139037
3195,Wildhaus,9658,9658,SG,17,3359,0,0,0,1309,0,0,75169266.1103516,45584.2606219188,34698567.7966309,30974.0054864503
1,Lausanne,1000,1000,VD,22,5586,0,6,0,3014,199.071,0,24439962.6513672,28430.2256180777,11557607.7307129,19544.9477844146
2,Lausanne,1003,1000,VD,22,5586,0,6,0,7230,82.98755,0,1623471.23999023,8055.83970189205,768998.943603516,5546.76512555287
3,Lausanne,1004,1000,VD,22,5586,0,19,0,31050,61.19163,0,4855422.69604492,11908.0767584013,2299169.51708984,8194.34489943705
4,Lausanne,1005,1000,VD,22,5586,0,11,0,10047,109.48542,0,3292204.84130859,13467.544452713,1559363.86010742,9268.89329578929
5,Lausanne,1006,1000,VD,22,5586,0,10,0,15749,63.49609,0,14198246.1176758,25763.370542067,6732097.16040039,17725.8109105145
6,Lausanne,1007,1000,VD,22,5586,0,9,0,24117,37.31807,0,52542331.1352539,35496.0494488784,24917370.703125,24428.8733177008
7,Prilly,1008,1000,VD,22,5589,1,3,0.333333333333333,14023,21.39343,7.13114,9039797.43798828,17503.6555922685,4278058.37597656,12035.3987043204
8,Pully,1009,1000,VD,22,5590,0,4,0,18327,21.82572,0,31337237.3684082,29597.3442943855,14861054.2504883,20363.5531661636
9,Lausanne,1010,1000,VD,22,5586,0,2,0,14670,13.63327,0,5293818.34838867,13044.8934941855,2505956.98193359,8975.95636262547
10,Lausanne,1011,1000,VD,22,5586,0,0,0,281,0,0,265568.194824219,2267.12109472574,125769.687255859,1560.32585921501
11,Lausanne,1012,1000,VD,22,5586,0,7,0,11332,61.77197,0,4429319.46875,11185.1464877655,2097559.5,7696.90913041006
12,Lausanne,1015,1000,VD,22,5635,0,0,0,0,0,0,2679076.67138672,10816.8073082115,1269034.24707031,7443.54228478248
13,Lausanne,1018,1000,VD,22,5586,0,1,0,20588,4.8572,0,7161302.234375,14870.5441899473,3389929.23852539,10227.3126937947
14,Renens VD 1 Distribution,1020,1020,VD,22,5591,0,2,0,20548,9.73331,0,6201646.9206543,11839.9924709632,2935929.08691406,8146.29383127708
15,Chavannes-près-Renens,1022,1022,VD,22,5627,0,3,0,8231,36.44758,0,3252103.61132813,10203.1502903929,1539984.21313477,7019.49804648743
16,Crissier 1,1023,1023,VD,22,5583,0,5,0,7530,66.40106,0,11075019.7207031,16556.8797769868,5239005.12792969,11385.2182320068
17,Ecublens VD,1024,1024,VD,22,5635,0,3,0,13459,22.28992,0,10324015.3452148,21193.6635162389,4888726.05712891,14586.5588956574
18,St-Sulpice VD,1025,1025,VD,22,5648,0,3,0,4637,64.697,0,50082055.8044434,30044.2797029157,23752369.8728027,20680.7803480574
19,Echandens-Denges,1026,1026,VD,22,5633,0,3,0,4304,69.7026,0,11599443.3659668,19317.5875113147,5491427.72167969,13288.7034211475
20,Lonay,1027,1027,VD,22,5638,0,0,0,2684,0,0,7845952.93969727,13355.935359025,3715101.14575195,9189.8303077256
21,Préverenges,1028,1028,VD,22,5643,0,1,0,5217,19.1681,0,20892012.5939941,25997.6647827092,9904715.16430664,17885.0460738388
22,Villars-Ste-Croix,1029,1029,VD,22,5651,0,0,0,963,0,0,3500910.28979492,9250.43714352234,1655419.48999023,6360.49637449975
23,Bussigny,1030,1030,VD,22,5624,0,3,0,8747,34.29747,0,10182330.3322754,16598.9212927694,4817248.86108398,11417.2952865847
24,Mex VD,1031,1031,VD,22,5489,0,0,0,733,0,0,6059004.20385742,13254.9462996736,2864013.32348633,9112.74554177572
25,Romanel-sur-Lausanne,1032,1032,VD,22,5592,0,0,0,3595,0,0,12184100.9506836,19935.6196586996,5761618.32641602,13707.0434659533
26,Cheseaux-sur-Lausanne,1033,1033,VD,22,5582,0,4,0,4564,87.64242,0,13571631.8764648,18465.0290041328,6413921.36010742,12692.2573651081
27,Boussens,1034,1034,VD,22,5473,0,0,0,970,0,0,6698830.97583008,11773.6140737155,3163393.89428711,8086.92393110397
28,Bournens,1035,1035,VD,22,5472,0,0,0,404,0,0,8249407.44042969,13657.9965630696,3894792.61376953,9385.72396850665
29,Sullens,1036,1036,VD,22,5501,0,0,0,1051,0,0,8252260.58666992,15615.879675086,3898690.24316406,10734.0380428113
30,Etagnières,1037,1037,VD,22,5521,0,0,0,1117,0,0,7994194.62207031,12310.5045751181,3775372.35571289,8461.06427277005
31,Bercher,1038,1038,VD,22,5512,0,1,0,1258,79.49126,0,9027930.89404297,15208.4087423784,4249348.98291016,10428.84490992
32,St-Barthélemy VD,1040,1040,VD,22,5535,0,1,0,7765,12.8783,0,37771070.1140137,45324.8445850098,17807956.416748,31116.6324033786
33,Poliez-le-Grand,1041,1041,VD,22,5540,0,1,0,3609,27.70851,0,49078923.4802246,42465.8367679394,23152810.262207,29159.7335960179
34,Bioley-Orjulaz,1042,1042,VD,22,5513,0,0,0,2156,0,0,25862523.0080566,30970.1421854574,12205439.6418457,21279.0193451622
35,Sugnens,1043,1043,VD,22,5540,0,0,0,427,0,0,5676948.13891602,10236.2806154668,2675752.79394531,7029.1158202779
36,Fey,1044,1044,VD,22,5522,0,0,0,746,0,0,15607256.8706055,19077.0327503426,7351323.51611328,13092.0001841782
37,Ogens,1045,1045,VD,22,5680,0,0,0,318,0,0,7432329.51025391,13366.5905367674,3496043.93530273,9167.19806707489
38,Rueyres,1046,1046,VD,22,5534,0,0,0,255,0,0,4342478.56884766,10526.8691929092,2043517.5378418,7215.41487920471
39,Oppens,1047,1047,VD,22,5923,0,1,0,204,490.19608,0,7645359.38842773,15261.2409576166,3595449.23925781,10462.9920787992
40,Le Mont-sur-Lausanne Dist,1052,1052,VD,22,5587,0,1,0,8277,12.08167,0,25399796.4040527,27330.6159468808,12012985.9614258,18791.5273802579
41,Bretigny-sur-Morrens,1053,1053,VD,22,5515,0,0,0,3764,0,0,22818736.7929688,26856.1527166354,10781054.0302734,18455.8314323698
42,Morrens VD,1054,1054,VD,22,5527,0,1,0,1099,90.99181,0,7632874.83544922,14574.0313224351,3605917.12133789,10012.3693374665
43,Froideville,1055,1055,VD,22,5523,0,0,0,2543,0,0,14898914.9240723,17910.0508525705,7036988.79663086,12307.3097827863
44,Villars-Tiercelin,1058,1058,VD,22,5804,0,0,0,489,0,0,10670797.5095215,17719.0910540737,5035972.19702148,12167.4753352353
45,Peney-le-Jorat,1059,1059,VD,22,5804,0,0,0,443,0,0,9495887.84399414,15432.3906587886,4479758.33764648,10595.0233004714
46,Villars-Mendraz,1061,1061,VD,22,5804,0,0,0,282,0,0,3269387.36328125,9456.68672196112,1541517.90209961,6492.23321441805
47,Sottens,1062,1062,VD,22,5804,0,0,0,345,0,0,9333405.36083984,15428.3037873074,4399319.21875,10595.942483401
48,Peyres-Possens,1063,1063,VD,22,5693,0,0,0,1128,0,0,23211904.8215332,28770.6342232601,10934198.4560547,19743.8024381569
49,Epalinges,1066,1066,VD,22,5584,0,1,0,9535,10.48768,0,9682464.71459961,15758.1418165874,4581177.37841797,10838.8221827131
50,Les Monts-de-Pully,1068,1068,VD,22,5590,0,0,0,134,0,0,4629372.65917969,10712.5238745328,2191666.24291992,7371.03775807861
51,Puidoux,1070,1070,VD,22,5607,0,1,0,3064,32.63708,0,67746582.0612793,58092.9702444769,32120207.5559082,39987.0437543041
52,Chexbres,1071,1071,VD,22,5601,0,2,0,2948,67.84261,0,28369046.8413086,29950.2689643289,13466284.5449219,20623.2701081227
53,Forel (Lavaux),1072,1072,VD,22,5604,0,0,0,2203,0,0,38848823.9702148,33853.460626939,18389670.6687012,23291.8297826376
54,Savigny,1073,1073,VD,22,5611,0,0,0,3453,0,0,33822428.7180176,28668.2475699965,16003943.7451172,19717.4630807422
55,Ferlens VD,1076,1076,VD,22,5806,0,0,0,362,0,0,4621825.00146484,11465.7477512738,2183707.02197266,7879.99705892259
56,Servion,1077,1077,VD,22,5799,0,0,0,1213,0,0,8626591.86425781,14099.2549887703,4078134.55151367,9693.6774616389
57,Essertes,1078,1078,VD,22,5788,0,0,0,325,0,0,3538625.48291016,9614.2022800842,1673426.62695313,6611.44433912687
58,Les Cullayes,1080,1080,VD,22,5799,0,0,0,791,0,0,4755163.0546875,8855.95965590815,2248036.84643555,6088.91426655723
59,Montpreveyres,1081,1081,VD,22,5792,0,0,0,663,0,0,8654961.24243164,18395.0451628747,4090424.88623047,12644.6516532552
60,Corcelles-le-Jorat,1082,1082,VD,22,5785,0,0,0,454,0,0,16897309.125,20875.2146562226,7979956.53125,14339.8112328371
61,Mézières VD,1083,1083,VD,22,5806,0,1,0,1303,76.74597,0,7400609.56542969,13408.0316436428,3496857.62744141,9214.14925507889
62,Carrouge VD,1084,1084,VD,22,5806,0,0,0,1245,0,0,11565392.480957,21856.2422703739,5461640.31787109,15017.095300426
63,Vulliens,1085,1085,VD,22,5803,0,0,0,591,0,0,13961669.1606445,21942.3118855695,6588378.4777832,15062.3241668747
64,Ropraz,1088,1088,VD,22,5798,0,0,0,499,0,0,10150976.65625,19167.8901692188,4792227.10620117,13162.9221297482
65,La Croix (Lutry),1090,1090,VD,22,5606,0,2,0,1340,149.25373,0,9518770.53393555,15516.0197768757,4508607.99023438,10678.4495190417
66,Grandvaux,1091,1091,VD,22,5613,0,0,0,3071,0,0,11988251.6179199,16481.9311935297,5681780.30688477,11342.1776955019
67,Belmont-sur-Lausanne,1092,1092,VD,22,5581,0,1,0,3646,27.42732,0,5582916.37133789,13425.7704191732,2643882.52416992,9239.62898662755
68,La Conversion,1093,1093,VD,22,5606,0,5,0,2705,184.84288,0,2077683.82128906,7598.2884372705,984375.876953125,5232.94652054735
69,Paudex,1094,1094,VD,22,5588,0,1,0,1658,60.31363,0,8168965.58642578,20601.3688704599,3874789.50317383,14169.5827957814
70,Lutry,1095,1095,VD,22,5606,0,6,0,6165,97.3236,0,23775677.6977539,24291.1279098895,11275168.6442871,16713.619974246
71,Cully,1096,1096,VD,22,5613,0,1,0,1860,53.76344,0,41444991.576416,29421.66628788,19666728.1257324,20261.1096455057
72,Riex,1097,1097,VD,22,5613,0,0,0,272,0,0,2833576.79272461,8311.8856302236,1343163.43847656,5718.69212807918
73,Epesses,1098,1098,VD,22,5613,0,0,0,316,0,0,3381043.20532227,11324.5393915537,1602918.19091797,7793.94097734494
74,Morges 1,1110,1110,VD,22,5642,0,1,0,15976,6.25939,0,29272938.2685547,29650.7428689331,13878493.0300293,20402.7994738028
75,Echichens,1112,1112,VD,22,5634,0,0,0,1385,0,0,5464342.27294922,12428.8104537254,2587355.74145508,8552.33755404373
76,St-Saphorin-sur-Morges,1113,1113,VD,22,5634,0,0,0,598,0,0,8001561.45019531,13553.2188807547,3786517.65844727,9321.41137506413
77,Colombier VD,1114,1114,VD,22,5634,0,0,0,576,0,0,11083822.2348633,15021.1120175034,5243381.4152832,10331.4802841437
78,Vullierens,1115,1115,VD,22,5654,0,0,0,510,0,0,14569771.4396973,18939.4205304149,6887837.63549805,13020.0308948724
79,Cottens VD,1116,1116,VD,22,5478,0,0,0,491,0,0,4980548.73876953,13327.4141516474,2354469.38964844,9159.6149101185
80,Grancy,1117,1117,VD,22,5485,0,0,0,411,0,0,12190685.1984863,16019.4601061929,5758836.70849609,11009.0158175096
81,Bremblens,1121,1121,VD,22,5622,0,0,0,554,0,0,6002421.95898438,12696.8737205303,2840258.19848633,8733.5353146761
82,Romanel-sur-Morges,1122,1122,VD,22,5645,0,0,0,457,0,0,3740393.38427734,11122.2086359209,1769376.56835938,7650.20264951799
83,Aclens,1123,1123,VD,22,5621,0,0,0,541,0,0,8086832.02368164,15191.5553367528,3823765.39379883,10445.7954183044
84,Gollion,1124,1124,VD,22,5484,0,0,0,937,0,0,11544372.6831055,16731.3010859174,5455066.13476563,11499.9572400503
85,Monnaz,1125,1125,VD,22,5634,0,0,0,390,0,0,3472710.22900391,9864.70745757855,1644172.80664063,6784.30305601734
86,Vaux-sur-Morges,1126,1126,VD,22,5650,0,0,0,194,0,0,4427481.05200195,10471.9900920413,2095778.91699219,7204.94289921542
87,Clarmont,1127,1127,VD,22,5629,0,0,0,167,0,0,2235447.50048828,8021.24346800645,1057761.94555664,5514.18937528601
88,Reverolle,1128,1128,VD,22,5644,0,0,0,440,0,0,2507178.07592773,8847.12717077994,1186653.61474609,6084.89044138196
89,Tolochenaz,1131,1131,VD,22,5649,0,1,0,1892,52.85412,0,11773948.0898438,22319.8121243813,5584532.21484375,15361.7476146198
90,Lully VD,1132,1132,VD,22,5639,0,1,0,788,126.90355,0,3401257.1706543,8670.60332335846,1611933.03637695,5969.11559891763
91,Vufflens-le-Château,1134,1134,VD,22,5653,0,1,0,1196,83.61204,0,6319388.32128906,13883.9468422849,2993027.75439453,9554.2352211334
92,Denens,1135,1135,VD,22,5631,0,2,0,758,263.85224,0,6967802.36108398,11667.1284590802,3300835.89086914,8033.25688507589
93,Bussy-Chardonney,1136,1136,VD,22,5625,0,0,0,384,0,0,6565256.06347656,12418.4630760541,3108574.93994141,8546.99938208615
94,Sévery,1141,1141,VD,22,5500,0,0,0,235,0,0,5075182.92700195,12027.2507675676,2399545.48681641,8265.65028640638
95,Pampigny,1142,1142,VD,22,5494,0,1,0,1127,88.73114,0,23399864.3039551,23337.0090973354,11057049.4682617,16039.9782850042
96,Apples,1143,1143,VD,22,5421,0,1,0,1473,67.88866,0,27032050.0483398,26723.6909333129,12788072.4277344,18379.0547469933
97,Ballens,1144,1144,VD,22,5423,0,0,0,556,0,0,18098731.0202637,22521.0440450301,8562419.67089844,15489.0158974842
98,Bière,1145,1145,VD,22,5425,0,1,0,1609,62.1504,0,54011913.5112305,38866.3607136743,25558701.4746094,26742.4219268763
99,Mollens VD,1146,1146,VD,22,5431,0,1,0,297,336.70034,0,23138193.3171387,23524.1125336056,10936564.6433105,16182.4979302544
100,Montricher,1147,1147,VD,22,5492,0,1,0,965,103.62694,0,55334473.0026855,35893.8832814248,26130906.7612305,24680.7542849139
101,L'Isle,1148,1148,VD,22,5486,0,3,0,2668,112.44378,0,121410621.278564,65406.5026500075,57253134.6494141,44920.7939101609
102,Berolle,1149,1149,VD,22,5424,0,1,0,323,309.59752,0,20406694.6479492,23379.7369784249,9649066.94604492,16081.7992047745
103,St-Prex Distribution,1162,1162,VD,22,5646,0,5,0,5789,86.3707,0,54092818.121582,33499.5108701827,25670835.484375,23074.0081730646
104,Etoy,1163,1163,VD,22,5636,0,2,0,2560,78.125,0,10320221.1176758,16245.2111093214,4894957.71728516,11189.3891034806
105,Buchillon,1164,1164,VD,22,5623,0,0,0,1012,0,0,44264336.697998,28136.3821944367,21022738.4086914,19386.7219714271
106,Allaman,1165,1165,VD,22,5851,0,1,0,479,208.76827,0,24513071.2907715,29543.0937678556,11644983.6899414,20350.3437330595
107,Perroy,1166,1166,VD,22,5860,0,2,0,1515,132.0132,0,33525497.6506348,30958.2637030512,15925640.1086426,21318.2730703219
108,Lussy-sur-Morges,1167,1167,VD,22,5640,0,0,0,685,0,0,4974692.58398438,9391.24305511958,2358065.03588867,6466.39593366597
109,Villars-sous-Yens,1168,1168,VD,22,5652,0,0,0,625,0,0,6394796.58203125,13828.7360739045,3030559.49365234,9518.58539221509
110,Yens,1169,1169,VD,22,5655,0,3,0,1442,208.04438,0,20111319.6418457,23321.9976447553,9523906.46118164,16051.8645262908
111,Aubonne,1170,1170,VD,22,5422,0,0,0,3328,0,0,15560742.5754395,22580.9153082263,7378667.63696289,15548.2999678141
112,Bougy-Villars,1172,1172,VD,22,5426,0,0,0,549,0,0,4034940.74267578,12064.7673042436,1913834.10571289,8308.05015734538
113,Féchy,1173,1173,VD,22,5427,0,4,0,848,471.69811,0,5633209.27612305,11597.2296031429,2672379.80419922,7985.32848212047
114,Montherod,1174,1174,VD,22,5432,0,0,0,513,0,0,15222125.8974609,19369.5179271077,7215292.80151367,13336.5995368957
115,Lavigny,1175,1175,VD,22,5637,0,1,0,1003,99.7009,0,7871284.24658203,12678.8713399984,3731014.54223633,8729.23568077683
116,St-Livres,1176,1176,VD,22,5435,0,1,0,645,155.03876,0,16026328.3566895,20778.9941008888,7592053.43676758,14302.4446469669
117,Rolle Distribution,1180,1180,VD,22,5861,0,2,0,7178,27.86291,0,34520273.6186523,35913.2691470388,16397697.3745117,24739.4747179267
118,Gilly,1182,1182,VD,22,5857,0,0,0,1206,0,0,13438596.4958496,18437.9545553069,6378919.6496582,12701.8216867028
119,Bursins,1183,1183,VD,22,5853,0,0,0,800,0,0,4920983.56030273,12417.6474582177,2337171.02734375,8553.95684432857
120,Luins,1184,1184,VD,22,5858,0,0,0,970,0,0,7341896.50463867,14424.7824900341,3487592.53710938,9936.72665580831
121,Mont-sur-Rolle,1185,1185,VD,22,5859,0,2,0,2309,86.61758,0,8099864.59985352,16068.3363866087,3843048.89233398,11065.0543381237
122,Essertines-sur-Rolle,1186,1186,VD,22,5856,0,0,0,551,0,0,13780444.4130859,21638.6201758404,6535933.71875,14906.0199763057
123,St-Oyens,1187,1187,VD,22,5436,0,0,0,425,0,0,6446353.40380859,13531.419447076,3056342.71044922,9319.8524369508
124,Gimel,1188,1188,VD,22,5428,0,0,0,3247,0,0,65671798.5065918,40348.1367869493,31101770.8564453,27769.7610038904
125,Saubraz,1189,1189,VD,22,5437,0,0,0,420,0,0,7752912.5859375,14876.7016148059,3672583.62011719,10239.2212282847
126,Dully,1195,1195,VD,22,5855,0,0,0,1143,0,0,28635076.2331543,28036.2800157497,13612378.7211914,19327.5137350426
127,Gland Distribution,1196,1196,VD,22,5721,0,6,0,13038,46.01933,0,36232414.7575684,28202.7336564848,17231805.0495605,19447.9086666069
128,Prangins,1197,1197,VD,22,5725,0,1,0,4053,24.67308,0,24346921.6037598,22530.0299662042,11586897.1318359,15540.8333737211
129,Genève,1201,1200,GE,25,6621,1,4,0.25,21954,18.21991,4.55498,3683713.70410156,10051.2444066436,1764831.49853516,6959.00659893981
130,Genève,1202,1200,GE,25,6621,0,6,0,31340,19.14486,0,9278114.17749023,20912.3518913708,4443414.34106445,14473.5963966878
131,Genève,1203,1200,GE,25,6621,0,5,0,35483,14.09125,0,4262852.77612305,8505.9650411449,2042523.60864258,5889.32729182096
132,Genève,1204,1200,GE,25,6621,0,0,0,5065,0,0,1970886.27001953,6898.29922607057,944516.173095703,4776.59277185081
133,Genève,1205,1200,GE,25,6621,0,4,0,35572,11.2448,0,3734655.14746094,11499.2786987523,1790184.42651367,7962.11013171129
134,Genève,1206,1200,GE,25,6621,0,2,0,21489,9.30709,0,3853315.41333008,10807.5059405887,1847521.73486328,7479.42007013362
135,Genève,1207,1200,GE,25,6621,0,7,0,17956,38.98418,0,3902274.71313477,9150.37484049695,1869837.48242188,6335.5698942623
136,Genève,1208,1200,GE,25,6621,0,0,0,13852,0,0,2389655.51879883,8720.60072905474,1145374.59204102,6037.32090006897
137,Genève,1209,1200,GE,25,6621,0,0,0,9346,0,0,2306171.88208008,8623.92650521827,1104430.53979492,5969.80131330846
138,Grand-Lancy,1212,1212,GE,25,6628,0,3,0,15601,19.22954,0,5426678.38818359,16585.3921809854,2602995.31494141,11486.8506693142
139,Petit-Lancy 1,1213,1213,GE,25,6628,0,4,0,34593,11.56303,0,11462063.9807129,16298.9091561489,5495637.74487305,11287.2216002036
140,Vernier,1214,1214,GE,25,6643,0,0,0,8421,0,0,10235943.0908203,17681.6176767604,4903399.89257813,12242.6820793646
141,Genève ICC OLS,1215,1217,GE,25,6630,0,0,0,12,0,0,5694593.48828125,13738.6662543246,2725898.93701172,9503.9119830085
142,Cointrin,1216,1216,GE,25,6630,0,0,0,2544,0,0,1576078.78173828,7174.88144177714,754718.729736328,4965.9597161172
143,Meyrin,1217,1217,GE,25,6630,0,1,0,23125,4.32432,0,16226243.8549805,17678.7479739627,7767229.18066406,12233.2372230954
144,Le Grand-Saconnex,1218,1218,GE,25,6623,0,3,0,11846,25.325,0,6146610.93676758,11769.8449201318,2942302.46313477,8141.72079047848
145,Le Lignon Distribution,1219,1219,GE,25,6643,0,1,0,20338,4.9169,0,7881614.19067383,13139.4241151927,3776584.8059082,9093.63744501594
146,Les Avanchets,1220,1220,GE,25,6643,0,0,0,5402,0,0,446112.735595703,2656.96637002383,213651.643066406,1839.45507986405
147,Vésenaz,1222,1222,GE,25,6616,0,2,0,5319,37.60105,0,10958005.498291,20550.3567656965,5243234.40698242,14215.9222763572
148,Cologny,1223,1223,GE,25,6617,0,3,0,5286,56.75369,0,15497759.4875488,20026.393007621,7421600.03735352,13857.0782929154
149,Chêne-Bougeries,1224,1224,GE,25,6612,0,2,0,10331,19.35921,0,4942888.57250977,11159.6152464399,2369067.57177734,7725.85952558517
150,Chêne-Bourg Distribution,1225,1225,GE,25,6613,0,1,0,8480,11.79245,0,2613118.25244141,9240.31466041504,1252540.75927734,6395.04555492953
151,Thônex,1226,1226,GE,25,6640,0,2,0,13959,14.32767,0,8039805.48681641,17829.6123963098,3853896.97167969,12343.2283010708
152,Carouge GE,1227,1227,GE,25,6608,0,5,0,27170,18.40265,0,7440027.22558594,14848.0289447115,3567892.39819336,10277.8304712964
153,Plan-les-Ouates,1228,1228,GE,25,6633,0,0,0,11436,0,0,11537377.8754883,18106.1659737715,5536826.17895508,12545.3665826574
154,Conches,1231,1231,GE,25,6612,0,0,0,2640,0,0,3743488.24804688,8441.67034441861,1795112.50537109,5844.28460622081
155,Confignon,1232,1232,GE,25,6618,0,0,0,4668,0,0,5631239.40600586,14681.6207218371,2701489.69238281,10166.1163712184
156,Bernex,1233,1233,GE,25,6607,0,1,0,10512,9.51294,0,26839655.8422852,33783.9554832251,12873770.4550781,23392.9648582205
157,Vessy,1234,1234,GE,25,6645,0,0,0,5594,0,0,7602097.07788086,13982.81741084,3646982.98388672,9682.95002597992
158,Cartigny,1236,1236,GE,25,6609,0,0,0,1011,0,0,9564414.20629883,15368.3540850364,4588051.07373047,10645.4448800881
159,Avully,1237,1237,GE,25,6603,0,0,0,1731,0,0,9475194.68798828,15290.4023550007,4546690.42797852,10592.0244142037
160,Collex,1239,1239,GE,25,6615,0,2,0,1563,127.95905,0,13726701.8850098,19216.9741763983,6559740.95629883,13285.0765256363
161,Puplinge,1241,1241,GE,25,6636,0,0,0,2434,0,0,5755069.64086914,11348.0145893156,2757206.33740234,7855.62173692263
162,Satigny,1242,1242,GE,25,6638,0,1,0,4117,24.28953,0,37230938.7331543,32281.7185383641,17834673.4277344,22349.7123242313
163,Presinge,1243,1243,GE,25,6635,0,0,0,740,0,0,9801742.69287109,18401.6335093119,4694623.34594727,12741.3124519221
164,Choulex,1244,1244,GE,25,6614,0,0,0,1133,0,0,8110267.65307617,17341.379114568,3883332.30859375,11999.5027997912
165,Collonge-Bellerive,1245,1245,GE,25,6616,0,0,0,2898,0,0,11446394.1103516,15951.0713200961,5474275.65966797,11031.6750863804
166,Corsier GE,1246,1246,GE,25,6619,0,2,0,2098,95.32888,0,8948689.89355469,17589.7490140655,4278605.54907227,12167.8607820988
167,Anières,1247,1247,GE,25,6602,0,2,0,2335,85.6531,0,18317764.4216309,19907.4688406264,8753493.64135742,13763.3653369368
168,Hermance,1248,1248,GE,25,6625,0,0,0,1042,0,0,10362684.2995605,14550.5425469148,4948741.52246094,10058.481749664
169,Gy,1251,1251,GE,25,6624,0,0,0,450,0,0,6738819.16870117,21872.826023832,3223665.63305664,15128.9859659561
170,Meinier,1252,1252,GE,25,6629,0,0,0,2139,0,0,14542151.1767578,21446.5103386948,6958791.93701172,14836.3931517723
171,Vandoeuvres,1253,1253,GE,25,6642,0,0,0,2387,0,0,9273611.27661133,12955.256259108,4441623.65283203,8964.44405932355
172,Jussy,1254,1254,GE,25,6626,0,1,0,1274,78.49294,0,23803331.7546387,26417.1923358919,11392864.4816895,18277.0822170577
173,Veyrier,1255,1255,GE,25,6645,0,4,0,5850,68.37607,0,6052034.41674805,10788.392275923,2903959.13183594,7472.58990216148
174,Troinex,1256,1256,GE,25,6641,0,1,0,3074,32.5309,0,7148459.72338867,13597.8095982212,3431172.76831055,9424.21816172212
175,La Croix-de-Rozon,1257,1257,GE,25,6605,0,0,0,2301,0,0,10358930.1286621,19960.2991175767,4974120.91210938,13835.3856654389
176,Perly,1258,1258,GE,25,6632,0,0,0,3072,0,0,5930372.12988281,12208.5947625008,2846696.56396484,8457.88446917793
177,Nyon,1260,1260,VD,22,5724,0,6,0,20947,28.64372,0,24023298.9274902,26948.5368958956,11437965.744873,18598.3292703129
178,Marchissy,1261,1261,VD,22,5430,0,1,0,2265,44.15011,0,51827636.2922363,37422.2560754428,24569818.4609375,25761.3554548838
179,Eysins,1262,1262,VD,22,5716,0,1,0,1880,53.19149,0,5234248.82543945,14774.6623926142,2492040.99975586,10194.4900139849
